trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
143,False,"{'a': 0.5, 'e': 0.7360970871197344}",20,13,5.185447626640252,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.7325428987873788}",30,0,-26.289794947783243,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.7289686274214116}",25,9,-23.947081272110854,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.7253743710122877}",20,0,-58.56843663536552,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.7217602280983622}",20,0,-89.50280528229135,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.7181262977631888}",20,13,6.650522461459577,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.7144726796328034}",20,0,-36.45049616411811,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.7107994738729925}",25,0,-100.84481818434955,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.7071067811865477}",30,13,-41.21422425408074,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.7033947028105041}",25,0,-125.60613243538248,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.6996633405133655}",25,8,-21.504745497925,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.6959127965923144}",20,14,-2.596008871472482,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.6921431738704069}",25,0,-181.45676840246819,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
156,False,"{'a': 0.5, 'e': 0.6883545756937541}",20,6,-51.68451835492235,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.6845471059286887}",35,0,-161.49566382009868,"{0: 24, 1: 4, 2: 3, 3: 1, 4: 3}",0
158,False,"{'a': 0.5, 'e': 0.6807208689589179}",35,0,-43.236031883920944,"{0: 27, 1: 1, 2: 7, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.6768759696826608}",25,0,-163.1276063963261,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
160,False,"{'a': 0.5, 'e': 0.6730125135097734}",25,6,-62.1558129474488,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.6691306063588583}",20,0,-3.4437732452723133,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.665230354654361}",20,0,-57.689639575452276,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.6613118653236519}",20,10,-54.536654694747135,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.6573752457940958}",30,0,-246.56845854214117,"{0: 16, 1: 2, 2: 6, 3: 2, 4: 4}",0
165,False,"{'a': 0.5, 'e': 0.6534206039901056}",20,4,-1.7522716889912378,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.6494480483301838}",35,0,-63.34445779524193,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.6454576877239507}",25,0,-32.83258526531517,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.641449631569158}",25,0,-114.80340594329857,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
169,False,"{'a': 0.5, 'e': 0.6374239897486899}",25,0,-81.59096315422451,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
170,False,"{'a': 0.5, 'e': 0.6333808726275503}",20,0,-151.6439572473317,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
171,False,"{'a': 0.5, 'e': 0.6293203910498376}",20,5,-41.84114944101728,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.6252426563357053}",20,0,-37.66423409792431,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.6211477802783105}",35,0,-41.86054337781141,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.6170358751407488}",25,4,-62.140568863968355,"{0: 15, 1: 1, 2: 2, 3: 3, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.6129070536529766}",25,12,10.978261803141269,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.6087614290087208}",25,14,-72.71511837592278,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
177,False,"{'a': 0.5, 'e': 0.6045991148623749}",30,0,-67.74910670186716,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.6004202253258841}",35,17,-27.508025289008884,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.5962248749656159}",20,0,-79.71308839045797,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.5920131787992197}",25,0,-54.94567469884971,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.5877852522924732}",20,0,8.193633216216734,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.5835412113561177}",20,0,4.648126359234324,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.579281172342679}",20,0,-69.98660557602265,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.5750052520432787}",30,23,1.4222154971886303,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.5707135676844318}",20,0,-55.19125291003265,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.5664062369248329}",30,13,-43.01230079725792,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.5620833778521307}",25,0,-107.76877874394432,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.5577451089796903}",20,10,-66.37811995020495,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.5533915492433442}",20,13,13.221044920378757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.5490228179981318}",20,0,-115.2704813321904,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.5446390350150272}",20,0,-78.65715662598483,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.5402403204776551}",20,3,-8.597226291512738,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5358267949789968}",30,10,8.578950103425994,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.531398579518083}",30,10,-75.28477806949329,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.5269557954966777}",30,18,12.131263575487777,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5224985647159489}",20,0,-40.46699402001517,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.5180270093731304}",20,0,4.845584461837822,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.5135412520581701}",20,8,-9.253059744180083,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.5090414157503714}",20,0,-97.34901107720624,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.5045276238150194}",20,0,-15.27332440934004,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.5000000000000001}",30,2,-96.40796834291461,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 2}",1
202,False,"{'a': 0.5, 'e': 0.49545866843240777}",20,10,5.8654034855573105,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.490903753615141}",30,12,-1.3600378302020326,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.4863353804234907}",20,12,-21.806971448948744,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.4817536741017154}",20,2,-55.94854740841051,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.47715876025960857}",20,0,-84.72366461098181,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.47255076486905406}",20,15,10.473402072339503,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.4679298142605735}",20,4,1.5167470531849425,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.4632960351198618}",20,0,1.1278271237099746,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.4586495544843151}",25,0,-9.168972860745432,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.4539904997395468}",25,7,-75.99336027713795,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
212,False,"{'a': 0.5, 'e': 0.44931899861589675}",20,1,-24.645200474735407,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.4446351791849275}",20,15,1.2754656645960754,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.43993916985591525}",20,3,13.761554967943107,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.43523109937232773}",20,0,-8.920375866035378,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.43051109680829525}",25,15,-37.39787984553898,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.4257792915650728}",20,6,-0.481053957541588,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.42103581336749113}",20,0,4.148526479018651,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.4162807922604014}",25,6,-81.31705245794276,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 2}",1
220,False,"{'a': 0.5, 'e': 0.4115143586051089}",20,0,-69.31331736615607,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.4067366430758004}",25,15,-8.449125110349007,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.4019477766559602}",20,7,-33.14044216879604,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.3971478906347808}",20,12,-25.94029846340234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.3923371166035615}",25,0,2.9016643560331365,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.3875155864521031}",25,0,6.237966577937521,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.38268343236508984}",20,5,7.002219044144116,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.3778407868184672}",30,13,-30.52888132248509,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.37298778257580895}",25,11,-28.90686698333023,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.3681245526846781}",20,5,-33.256570243194396,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.3632512304729786}",20,2,-36.7118597463317,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.3583679495453004}",20,7,1.633780275498734,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3534748437792573}",20,13,-43.88684051383228,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.3485720473218153}",30,20,12.191057353699406,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.34365969458561624}",25,13,-42.99274721907824,"{0: 8, 1: 1, 2: 1, 3: 2, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.3387379202452915}",30,12,-20.0323497909026,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.3338068592337711}",30,18,-41.420667727760616,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
237,False,"{'a': 0.5, 'e': 0.3288666467385833}",25,8,6.966547401851521,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.32391741819814956}",25,9,20.284024489639346,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.31895930929807004}",25,2,6.3971167295347735,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.3139924559674051}",20,0,18.170604692535733,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.30901699437494745}",20,1,-32.36523975749,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.30403306092549043}",30,16,24.4365559708528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.29904079225608693}",20,5,-19.022106232997455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.29404032523230406}",20,5,-0.29602073615811975,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.28903179694447184}",25,9,14.75791990396437,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.28401534470392276}",25,10,11.204688975995738,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.27899110603922944}",25,16,17.5678861513505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.27395921869243256}",30,19,17.73545850942276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2689198206152659}",25,20,9.357473795661456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.263873049965373}",30,16,11.315617625961643,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.25881904510252096}",25,14,-42.5513980275245,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.2537579445848057}",20,5,-43.04391147268671,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.24868988716485496}",20,16,9.09673969438597,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.24361501178602257}",30,19,19.38908030915485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.23853345757858105}",30,20,7.968920074925862,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.23344536385590545}",20,0,24.9869063364474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.22835087011065588}",25,10,-19.33906207976675,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2232501160109516}",20,1,17.64487802438163,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.21814324139654268}",30,10,0.9532377959922549,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2130303862749768}",20,11,18.055049447414735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.20791169081775945}",30,21,-2.468119911728813,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.20278729535651271}",20,0,-62.341201331636,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.19765734037912627}",20,16,9.37389156878783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.19252196652590764}",25,14,-25.399511313277415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.1873813145857247}",25,4,24.283355797840343,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.18223552549214764}",30,4,-57.85369490578024,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
267,False,"{'a': 0.5, 'e': 0.17708474031958338}",25,7,13.428738122425232,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.17192910027940972}",30,16,27.738913141622525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.16676874671610234}",20,6,21.184228262004627,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.1616038211033613}",20,4,5.23586639384667,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.15643446504023092}",25,18,0.8500651193475703,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
